region,herd,cow,study_lact,herd_size,mwp,parity,milk120,calv_dt,cf,fs,cc,wpc,spc,twin,dyst,rp,vag_disch,h7
1,1,280,1,294,26,1,2764.199951,1996-12-19,71,0,238,212,4,0,0,0,0,1
1,1,281,1,294,26,1,1636.300049,1996-11-01,78,0,157,131,3,0,0,0,0,1
1,1,282,1,294,26,1,2968.399902,1997-09-30,70,0,125,99,3,0,0,0,0,1
1,1,283,1,294,26,1,3083.800049,1997-05-30,70,1,70,44,1,0,0,0,0,1
1,1,284,1,294,26,1,2986.899902,1996-12-20,57,0,231,205,5,0,0,0,1,1
1,1,285,1,294,26,1,2694,1997-01-04,100,0,146,120,2,1,0,0,0,1
1,1,286,1,294,26,1,2044.199951,1996-09-30,49,1,49,23,1,0,0,1,0,1
1,1,286,2,294,26,2,,1997-09-01,,,,,,0,0,0,0,1
1,1,287,1,294,26,1,2528.5,1997-06-19,,,68,42,,0,0,0,0,1
1,1,288,1,294,26,1,2587.899902,1996-12-26,76,1,76,50,1,0,0,0,0,1
1,1,289,1,294,26,1,2839.600098,1996-11-20,51,0,149,123,5,0,0,0,0,1
1,1,290,1,294,26,1,3498.5,1997-06-12,74,0,97,71,3,0,0,0,0,1
1,1,291,1,294,26,1,2472.5,1997-06-19,58,0,145,119,4,0,0,0,0,1
1,1,292,1,294,26,1,2756.399902,1997-06-29,51,1,51,25,1,0,0,0,0,1
1,1,293,1,294,26,1,,1997-07-05,,,,,,0,0,0,0,1
1,1,294,1,294,26,1,2692.5,1997-01-13,46,0,107,81,3,0,0,0,0,1
1,1,295,1,294,26,1,2648,1996-12-16,46,1,46,20,1,0,0,0,0,1
1,1,295,2,294,26,2,2052.199951,1997-11-05,,,,,,0,0,1,0,1
1,1,296,1,294,26,1,2080.800049,1997-06-15,57,1,57,31,1,0,0,0,0,1
1,1,297,1,294,26,1,2862.5,1996-12-08,56,1,56,30,1,0,0,0,0,1
1,1,297,2,294,26,2,2892.100098,1997-11-02,74,0,141,115,3,0,0,0,0,1
1,1,298,1,294,26,1,2462.600098,1997-01-24,55,0,82,56,2,0,0,1,0,1
1,1,299,1,294,26,1,2419.199951,1997-10-07,64,1,64,38,1,0,0,0,0,1
1,1,300,1,294,26,1,2948,1997-07-06,44,0,63,37,2,0,0,0,0,1
1,1,301,1,294,26,1,1957.199951,1997-06-16,35,0,166,140,4,0,0,0,0,1
1,1,302,1,294,26,1,2833.5,1997-06-19,83,,,,4,0,0,0,0,1
1,1,303,1,294,26,1,2915.699951,1997-06-29,46,1,46,20,1,0,0,0,0,1
1,1,304,1,294,26,1,,1997-06-28,,,,,,0,0,0,0,1
1,1,305,1,294,26,1,1937.199951,1997-06-19,78,0,100,74,2,0,0,0,0,1
1,1,306,1,294,26,1,,1997-06-16,,,,,,0,0,0,0,1
1,1,307,1,294,26,1,2837.300049,1997-06-28,56,0,132,106,2,0,0,0,0,1
1,1,308,1,294,26,1,1944.099976,1997-09-28,141,0,143,117,2,0,0,0,0,1
1,1,309,1,294,26,1,2395.600098,1997-10-30,100,,,,4,0,0,0,0,1
1,1,310,1,294,26,1,2437.399902,1997-04-01,77,1,77,51,1,0,0,0,0,1
1,1,311,1,294,26,1,1749.099976,1997-09-23,66,0,108,82,2,0,0,0,0,1
1,1,312,1,294,26,1,2811.600098,1997-09-22,73,1,73,47,1,0,0,0,0,1
1,1,313,1,294,26,1,2796.5,1997-10-02,50,0,96,70,2,0,1,0,0,1
1,1,314,1,294,26,1,2033.300049,1997-10-25,55,1,55,29,1,0,1,0,0,1
1,1,315,1,294,26,1,2512.300049,1997-07-13,40,0,88,62,2,0,0,0,0,1
1,1,316,1,294,26,1,2582.399902,1997-10-15,61,0,184,158,6,0,0,0,0,1
1,1,317,1,294,26,1,2320.399902,1997-10-04,64,1,64,38,1,0,0,1,0,1
1,1,318,1,294,26,1,1635.800049,1997-07-01,41,1,41,15,1,0,0,0,0,1
1,1,319,1,294,26,1,,1997-10-30,68,,,,4,0,0,0,0,1
1,1,320,1,294,26,1,2453.100098,1997-09-28,48,1,48,22,1,0,0,0,0,1
1,1,321,1,294,26,1,2118.199951,1997-04-02,59,0,159,133,6,0,1,0,0,1
1,1,322,1,294,26,1,2337.100098,1997-10-18,52,0,107,81,2,0,0,0,0,1
1,1,323,1,294,26,1,2387.899902,1997-10-25,59,0,108,82,2,0,0,0,0,1
1,1,324,1,294,26,1,2422.199951,1997-10-19,104,1,104,78,1,0,0,0,0,1
1,1,325,1,294,26,1,2388.100098,1997-09-20,61,,,,9,0,0,0,0,1
1,1,326,1,294,26,1,2218.300049,1997-07-10,62,0,178,152,3,0,1,0,0,1
1,1,327,1,294,26,1,2551,1997-03-28,53,1,53,27,1,0,1,0,0,1
1,2,328,1,235,50,6,2671.5,1997-02-05,68,0,179,129,3,0,0,0,0,1
1,2,329,1,235,50,6,,1997-05-02,,,,,,0,0,0,0,1
1,2,330,1,235,50,5,,1996-10-28,,,,,,1,0,0,0,1
1,2,331,1,235,50,6,2685.899902,1997-04-01,96,,,,4,0,0,0,0,1
1,2,332,1,235,50,6,3312,1997-06-25,102,1,102,52,1,0,0,1,0,1
1,2,333,1,235,50,6,3352.100098,1997-09-20,80,0,215,165,4,0,0,0,0,1
1,2,334,1,235,50,4,,1996-10-18,,,,,,0,0,1,1,1
1,2,335,1,235,50,5,3443.600098,1996-09-03,100,,,,5,0,0,0,0,1
1,2,336,1,235,50,6,,1996-10-14,,,,,,0,0,0,0,1
1,2,337,1,235,50,6,3136.800049,1996-11-18,73,1,73,23,1,0,0,0,0,1
1,2,337,2,235,50,7,2593.300049,1997-11-06,68,,,,4,0,0,0,0,1
1,2,338,1,235,50,6,4687,1997-02-15,100,,,,10,0,0,0,0,1
1,2,339,1,235,50,6,3902.399902,1997-03-11,74,0,175,125,3,0,0,0,0,1
1,2,340,1,235,50,6,3113.800049,1997-03-14,63,1,63,13,1,0,0,0,0,1
1,2,341,1,235,50,6,2812.199951,1996-11-24,68,1,68,18,1,0,0,0,0,1
1,2,341,2,235,50,7,3412.899902,1997-11-10,160,1,160,110,1,0,0,0,0,1
1,2,342,1,235,50,5,4262.899902,1997-06-04,73,,,,1,0,0,0,0,1
1,2,343,1,235,50,6,,1997-05-26,,,,,,1,1,1,0,1
1,2,344,1,235,50,6,3556.800049,1996-11-04,78,0,222,172,3,1,0,0,0,1
1,2,345,1,235,50,5,3966.800049,1996-10-28,151,0,224,174,3,0,0,0,0,1
1,2,346,1,235,50,5,,1996-11-02,,,,,,1,0,0,0,1
1,2,347,1,235,50,6,3878.300049,1997-01-10,,,,,,0,0,0,0,1
1,2,348,1,235,50,5,,1996-10-23,,,,,,1,0,0,0,1
1,2,349,1,235,50,6,,1997-08-23,,,,,,0,0,0,0,1
1,2,350,1,235,50,4,4749.899902,1996-11-03,89,1,89,39,1,0,0,0,0,1
1,2,350,2,235,50,5,,1997-10-30,,,,,,0,0,0,0,1
1,2,351,1,235,50,6,3487.899902,1997-08-23,84,1,84,34,1,0,0,0,0,1
1,2,352,1,235,50,6,3455,1997-04-19,120,,,,1,0,0,0,0,1
1,2,353,1,235,50,6,2529.899902,1997-02-26,111,0,186,136,2,0,0,1,1,1
1,2,354,1,235,50,6,3472.600098,1997-09-03,69,1,69,19,1,0,0,0,0,1
1,2,355,1,235,50,5,4440.299805,1997-04-25,72,0,280,230,5,0,0,0,0,1
1,2,356,1,235,50,6,3792.600098,1997-04-28,102,0,124,74,2,0,0,0,0,1
1,2,357,1,235,50,5,,1997-06-25,,,,,,0,0,0,1,1
1,2,358,1,235,50,6,3507,1997-03-05,,,,,,0,0,0,0,1
1,2,359,1,235,50,5,3622.800049,1997-06-04,64,0,85,35,2,0,0,0,0,1
1,2,360,1,235,50,5,,1997-04-30,,,,,,0,0,0,0,1
1,2,361,1,235,50,5,2779.100098,1996-12-08,61,1,61,11,1,0,0,0,0,1
1,2,362,1,235,50,5,4167.700195,1997-06-09,109,1,109,59,1,0,0,0,0,1
1,2,363,1,235,50,4,3962.600098,1996-10-14,92,0,249,199,6,0,0,1,0,1
1,2,364,1,235,50,6,3777.899902,1997-07-21,,,,,,0,0,0,0,1
1,2,365,1,235,50,6,4109.200195,1997-03-18,70,0,113,63,1,0,0,0,0,1
1,2,366,1,235,50,6,3533.5,1997-06-23,54,0,120,70,2,0,0,0,0,1
1,2,367,1,235,50,5,3479,1997-02-06,67,1,67,17,1,0,0,0,0,1
1,2,368,1,235,50,5,3903.199951,1996-12-26,95,0,275,225,7,0,0,0,0,1
1,2,369,1,235,50,5,3400.899902,1997-07-24,89,1,89,39,1,0,0,0,0,1
1,2,370,1,235,50,5,3398.199951,1996-12-11,85,1,85,35,1,0,0,0,0,1
1,2,371,1,235,50,5,3829.699951,1996-10-28,90,0,160,110,4,0,0,0,1,1
1,2,372,1,235,50,5,3857,1997-01-10,90,0,114,64,2,0,0,0,0,1
1,2,373,1,235,50,5,3111.600098,1996-10-31,78,1,78,28,1,0,0,0,0,1
1,2,373,2,235,50,6,3176.800049,1997-10-28,77,,,,6,0,0,0,0,1
1,2,374,1,235,50,4,3004,1996-09-17,89,1,89,39,1,0,0,0,0,1
1,2,374,2,235,50,5,3002.899902,1997-10-06,96,0,146,96,2,0,0,0,0,1
1,2,375,1,235,50,5,3770.899902,1996-12-09,117,1,117,67,1,0,0,0,0,1
1,2,376,1,235,50,5,4414.299805,1997-05-12,88,1,88,38,1,0,0,0,0,1
1,2,377,1,235,50,5,,1997-07-15,65,1,65,15,1,0,0,0,0,1
1,2,378,1,235,50,4,3158.399902,1996-10-10,94,,,,6,0,0,1,0,1
1,2,379,1,235,50,5,4080.699951,1996-10-31,75,0,127,77,3,0,0,0,0,1
1,2,380,1,235,50,5,4234.899902,1997-02-23,95,1,95,45,1,0,0,0,0,1
1,2,381,1,235,50,5,3642.600098,1997-08-01,69,0,220,170,4,0,0,1,0,1
1,2,382,1,235,50,5,3272.399902,1997-01-21,176,1,176,126,1,0,0,0,0,1
1,2,383,1,235,50,4,3822.199951,1996-10-09,75,1,75,25,1,0,0,0,0,1
1,2,383,2,235,50,5,3775,1997-09-27,75,0,125,75,3,0,0,0,0,1
1,2,384,1,235,50,4,3999.399902,1996-11-15,73,1,73,23,1,0,0,0,0,1
1,2,384,2,235,50,5,3909,1997-11-11,78,1,78,28,1,0,0,0,0,1
1,2,385,1,235,50,5,3244.399902,1997-04-25,77,0,137,87,3,0,0,0,0,1
1,2,386,1,235,50,4,4381.5,1997-05-19,71,0,113,63,3,0,0,1,0,1
1,2,387,1,235,50,5,2818,1997-02-26,,,,,,0,0,0,0,1
1,2,388,1,235,50,4,3568,1996-10-23,83,1,83,33,1,0,0,1,0,1
1,2,388,2,235,50,5,3697.100098,1997-10-27,174,0,202,152,2,0,0,0,0,1
1,2,389,1,235,50,5,2417.899902,1997-05-18,71,1,71,21,1,0,0,0,0,1
1,2,390,1,235,50,4,3909.699951,1997-04-28,69,1,69,19,1,0,0,0,0,1
1,2,391,1,235,50,4,3146,1996-11-11,78,0,116,66,2,0,0,0,0,1
1,2,391,2,235,50,5,2981.5,1997-11-04,100,,,,3,0,0,0,0,1
1,2,392,1,235,50,4,3548.300049,1997-01-22,90,1,90,40,1,0,0,0,0,1
1,2,393,1,235,50,5,3839.300049,1997-07-25,107,1,107,57,1,0,0,0,0,1
1,2,394,1,235,50,3,3214.199951,1996-10-14,73,0,120,70,3,0,0,0,0,1
1,2,394,2,235,50,4,3123,1997-11-16,63,1,63,13,1,0,0,0,0,1
1,2,395,1,235,50,4,3491.800049,1997-01-07,68,0,150,100,3,0,0,0,0,1
1,2,396,1,235,50,4,3488.699951,1997-01-18,96,1,96,46,1,0,0,0,0,1
1,2,397,1,235,50,4,2979.300049,1997-01-23,106,1,106,56,1,0,0,0,0,1
1,2,398,1,235,50,4,4076.300049,1997-05-20,88,0,133,83,3,0,0,1,0,1
1,2,399,1,235,50,4,3276.699951,1997-05-03,67,1,67,17,1,0,0,0,0,1
1,2,400,1,235,50,4,4156.5,1997-04-24,69,0,117,67,2,0,0,0,0,1
1,2,401,1,235,50,4,,1997-06-09,,,,,,0,0,0,0,1
1,2,402,1,235,50,4,3522.699951,1996-11-28,75,1,75,25,1,0,0,0,0,1
1,2,402,2,235,50,5,2986,1997-11-16,87,0,149,99,2,0,0,0,0,1
1,2,403,1,235,50,4,4010.600098,1997-03-05,53,1,53,3,1,0,0,0,0,1
1,2,404,1,235,50,4,3687.699951,1997-01-05,100,0,161,111,3,0,0,0,0,1
1,2,405,1,235,50,4,3794.399902,1997-03-27,94,1,94,44,1,0,0,0,0,1
1,2,406,1,235,50,4,,1997-03-27,,,,,,0,0,0,0,1
1,2,407,1,235,50,4,3002,1997-03-28,135,,,,2,0,0,0,0,1
1,2,408,1,235,50,3,3859,1996-09-17,70,0,214,164,6,0,0,0,0,1
1,2,409,1,235,50,3,2721.399902,1997-04-01,88,0,123,73,2,0,0,0,0,1
1,2,410,1,235,50,3,3276.100098,1996-10-31,81,0,160,110,3,0,0,0,0,1
1,2,411,1,235,50,4,3517.100098,1997-10-19,161,1,161,111,1,0,0,0,1,1
1,2,412,1,235,50,3,4535.5,1997-05-07,80,1,80,30,1,0,0,0,0,1
1,2,413,1,235,50,3,3865.800049,1997-06-03,102,1,102,52,1,0,0,0,0,1
1,2,414,1,235,50,3,3819.300049,1997-06-09,110,1,110,60,1,0,0,0,0,1
1,2,415,1,235,50,3,3184.800049,1996-12-20,76,0,114,64,3,0,0,0,0,1
1,2,416,1,235,50,2,3800.800049,1996-11-18,105,1,105,55,1,0,0,0,0,1
1,2,417,1,235,50,3,3593.399902,1997-05-02,70,1,70,20,1,0,0,0,0,1
1,2,418,1,235,50,2,3555.399902,1996-10-03,66,1,66,16,1,0,0,0,0,1
1,2,418,2,235,50,3,3598.399902,1997-09-20,65,1,65,15,1,0,0,0,0,1
1,2,419,1,235,50,2,3830.699951,1997-10-09,93,0,178,128,3,0,1,0,0,1
1,2,420,1,235,50,3,3064.300049,1996-12-26,76,1,76,26,1,0,0,0,0,1
1,2,421,1,235,50,3,3059.199951,1996-11-23,100,1,100,50,1,0,0,0,0,1
1,2,422,1,235,50,3,,1997-07-24,,,,,,0,0,0,0,1
1,2,423,1,235,50,2,3524,1996-10-06,,,72,22,,0,0,0,0,1
1,2,423,2,235,50,3,,1997-09-28,,,,,,0,0,0,0,1
1,2,424,1,235,50,3,3417.300049,1996-10-25,84,0,110,60,2,0,0,0,0,1
1,2,424,2,235,50,4,,1997-11-16,,,,,,0,0,0,0,1
1,2,425,1,235,50,3,3976.399902,1997-06-21,105,0,200,150,1,0,0,1,0,1
1,2,426,1,235,50,3,3750.199951,1996-09-19,66,0,89,39,2,0,0,0,0,1
1,2,426,2,235,50,4,,1997-09-22,,,,,,0,0,0,0,1
1,2,427,1,235,50,3,3434.399902,1997-03-09,63,,,,2,0,0,0,0,1
1,2,428,1,235,50,3,3101.800049,1997-05-03,71,1,71,21,1,0,0,0,0,1
1,2,429,1,235,50,3,3184.699951,1996-10-14,98,1,98,48,1,0,0,1,0,1
1,2,429,2,235,50,4,,1997-10-25,81,,,,2,0,0,0,0,1
1,2,430,1,235,50,3,2557.399902,1996-10-28,73,1,73,23,1,0,0,1,0,1
1,2,431,1,235,50,3,3668.800049,1997-03-14,82,0,101,51,2,0,0,0,0,1
1,2,432,1,235,50,2,3774.199951,1996-12-26,79,1,79,29,1,0,0,0,0,1
1,2,433,1,235,50,3,3343.5,1996-12-23,66,1,66,16,1,0,0,0,0,1
1,2,434,1,235,50,3,3285.5,1996-11-02,75,0,117,67,2,0,0,0,0,1
1,2,435,1,235,50,2,3563.199951,1996-11-28,104,1,104,54,1,0,0,0,0,1
1,2,436,1,235,50,3,3461.399902,1997-03-29,99,0,167,117,2,0,0,0,0,1
1,2,437,1,235,50,3,3192.5,1996-12-28,74,0,155,105,2,0,0,0,0,1
1,2,438,1,235,50,3,3980,1996-11-23,112,1,112,62,1,0,0,0,0,1
1,2,439,1,235,50,3,3412.899902,1997-05-05,67,0,190,140,4,0,0,0,0,1
1,2,440,1,235,50,3,3761.800049,1997-09-12,140,,,,2,0,0,0,0,1
1,2,441,1,235,50,3,3247.699951,1997-03-09,122,1,122,72,1,0,0,0,0,1
1,2,442,1,235,50,3,3029.100098,1997-04-22,41,,,,1,0,0,0,0,1
1,2,443,1,235,50,3,3390.800049,1997-08-10,61,,,,2,0,0,1,0,1
1,2,444,1,235,50,3,2976,1997-04-13,64,1,64,14,1,1,0,0,0,1
1,2,445,1,235,50,2,3271.5,1996-12-09,93,1,93,43,1,0,0,0,0,1
1,2,446,1,235,50,3,3148.100098,1997-03-04,91,,,,1,0,0,0,0,1
1,2,447,1,235,50,3,3840.5,1997-05-03,70,1,70,20,1,0,0,0,0,1
1,2,448,1,235,50,3,3136.800049,1997-05-11,59,1,59,9,1,0,0,0,0,1
1,2,449,1,235,50,2,3707.899902,1997-03-24,111,1,111,61,1,0,0,0,0,1
1,2,450,1,235,50,3,3342.399902,1997-07-26,208,0,228,178,2,0,1,0,0,1
1,2,451,1,235,50,3,2939,1997-06-11,109,,,,2,0,0,0,0,1
1,2,452,1,235,50,3,4313.899902,1997-10-29,76,1,76,26,1,0,0,0,0,1
1,2,453,1,235,50,3,3408.199951,1997-07-24,63,,,,7,0,0,0,0,1
1,2,454,1,235,50,3,3432.800049,1997-08-01,100,0,123,73,2,0,0,0,0,1
1,2,455,1,235,50,3,4440.100098,1997-10-17,85,,,,4,0,0,0,0,1
1,2,456,1,235,50,2,3948.199951,1997-01-18,91,1,91,41,1,0,0,0,0,1
1,2,457,1,235,50,2,3850.300049,1996-11-04,71,1,71,21,1,0,0,0,1,1
1,2,457,2,235,50,3,4131.399902,1997-10-24,81,0,174,124,2,0,0,0,0,1
1,2,458,1,235,50,3,3706,1997-08-24,79,1,79,29,1,0,0,0,0,1
1,2,459,1,235,50,3,2781.300049,1997-06-13,63,1,63,13,1,0,0,0,0,1
1,2,460,1,235,50,2,4403.299805,1997-05-12,62,1,62,12,1,0,0,0,0,1
1,2,461,1,235,50,2,3107.600098,1996-10-10,94,0,185,135,3,0,0,1,0,1
1,2,462,1,235,50,2,3694.699951,1996-10-23,69,1,69,19,1,0,0,0,0,1
1,2,462,2,235,50,3,3856.300049,1997-10-06,102,1,102,52,1,0,0,0,0,1
1,2,463,1,235,50,2,2414.399902,1997-02-16,74,0,185,135,4,0,0,0,0,1
1,2,464,1,235,50,2,3726.399902,1996-10-15,72,0,100,50,2,0,0,0,0,1
1,2,464,2,235,50,3,3813.899902,1997-11-05,80,0,126,76,2,0,0,0,0,1
1,2,465,1,235,50,2,3299.800049,1996-10-20,88,1,88,38,1,0,0,1,0,1
1,2,465,2,235,50,3,3331.5,1997-10-23,89,0,177,127,4,0,0,0,0,1
1,2,466,1,235,50,2,3115.300049,1997-03-09,77,1,77,27,1,0,0,0,0,1
1,2,467,1,235,50,2,3488.5,1996-11-28,99,0,289,239,6,0,0,0,0,1
1,2,468,1,235,50,2,3760.699951,1997-05-10,60,1,60,10,1,0,0,0,0,1
1,2,469,1,235,50,2,3805.600098,1996-12-06,134,0,175,125,2,0,0,0,0,1
1,2,470,1,235,50,2,2752.600098,1997-01-10,70,0,93,43,2,0,0,0,0,1
1,2,471,1,235,50,2,4000.899902,1997-11-01,72,1,72,22,1,0,0,0,0,1
1,2,472,1,235,50,2,3634.600098,1996-12-26,74,1,74,24,1,0,0,0,0,1
1,2,473,1,235,50,2,4019.100098,1997-03-12,65,1,65,15,1,0,0,0,0,1
1,2,474,1,235,50,2,3029,1997-02-12,172,,,,1,0,0,0,0,1
1,2,475,1,235,50,2,3062.699951,1997-01-19,92,0,147,97,2,0,0,0,0,1
1,2,476,1,235,50,2,4390.299805,1997-06-09,97,0,249,199,5,0,0,0,0,1
1,2,477,1,235,50,2,3290.699951,1997-03-23,84,1,84,34,1,0,0,0,0,1
1,2,478,1,235,50,2,2709.399902,1997-04-24,86,0,113,63,2,0,0,0,0,1
1,2,479,1,235,50,2,3981.699951,1997-04-23,95,1,95,45,1,0,0,0,0,1
1,2,480,1,235,50,2,4037.800049,1997-05-28,97,1,97,47,1,0,0,0,0,1
1,2,481,1,235,50,2,3102.899902,1997-05-24,103,1,103,53,1,1,0,1,0,1
1,2,482,1,235,50,2,4434.399902,1997-04-23,73,1,73,23,1,0,0,0,0,1
1,2,483,1,235,50,2,3503.300049,1997-03-28,104,1,104,54,1,0,0,0,0,1
1,2,484,1,235,50,2,3375.199951,1997-05-02,70,1,70,20,1,0,0,0,0,1
1,2,485,1,235,50,2,3753.5,1997-11-14,92,0,168,118,3,0,0,0,0,1
1,2,486,1,235,50,2,,1997-03-17,78,,,,1,0,0,0,0,1
1,2,487,1,235,50,2,3105.199951,1997-06-11,95,1,95,45,1,0,0,0,0,1
1,2,488,1,235,50,2,3910.600098,1997-05-03,134,1,134,84,1,0,0,0,0,1
1,2,489,1,235,50,2,3244.300049,1997-02-16,95,1,95,45,1,0,0,0,0,1
1,2,490,1,235,50,2,3382,1997-06-26,68,0,118,68,2,0,0,0,0,1
1,2,491,1,235,50,2,4167.899902,1997-09-18,114,,,,6,0,0,0,0,1
1,2,492,1,235,50,1,3083.199951,1996-09-23,76,1,76,26,1,0,0,0,0,1
1,2,492,2,235,50,2,3497.800049,1997-09-18,156,1,156,106,1,0,0,0,0,1
1,2,493,1,235,50,2,3435.699951,1997-08-19,79,0,191,141,3,1,0,0,0,1
1,2,494,1,235,50,2,3698.5,1997-07-29,98,,,,4,0,0,0,0,1
1,2,495,1,235,50,2,3096.300049,1997-08-31,86,0,161,111,3,0,0,0,0,1
1,2,496,1,235,50,2,3003.300049,1997-06-16,89,1,89,39,1,0,0,0,0,1
1,2,497,1,235,50,2,3373.399902,1997-06-13,75,1,75,25,1,0,0,0,0,1
1,2,498,1,235,50,1,2496.699951,1996-09-10,103,0,218,168,6,0,0,0,0,1
1,2,499,1,235,50,1,,1996-09-17,,,,,,0,0,0,0,1
1,2,500,1,235,50,2,3046.800049,1997-07-19,68,1,68,18,1,0,0,0,0,1
1,2,501,1,235,50,2,3012,1997-06-25,67,,,,3,1,0,0,0,1
1,2,502,1,235,50,2,3494.399902,1997-08-11,87,0,112,62,2,0,0,0,0,1
1,2,503,1,235,50,1,,1996-09-10,,,,,,0,0,0,0,1
1,2,504,1,235,50,1,2520.800049,1996-10-01,67,0,112,62,2,0,0,0,0,1
1,2,504,2,235,50,2,3336.699951,1997-11-05,98,1,98,48,1,0,0,0,0,1
1,2,505,1,235,50,1,3133.600098,1996-09-23,75,0,192,142,3,0,1,0,0,1
1,2,506,1,235,50,1,,1996-09-03,,,,,,0,0,0,0,1
1,2,507,1,235,50,1,,1996-09-06,73,0,157,107,3,0,0,0,0,1
1,2,508,1,235,50,2,3520.399902,1997-08-17,82,1,82,32,1,0,0,0,0,1
1,2,509,1,235,50,2,3596.699951,1997-08-19,81,0,106,56,2,0,0,0,0,1
1,2,510,1,235,50,1,,1996-11-07,,,76,26,,0,0,0,0,1
1,2,510,2,235,50,2,2611.100098,1997-10-30,80,1,80,30,1,0,0,0,0,1
1,2,511,1,235,50,1,3021.300049,1996-09-03,149,1,149,99,1,0,0,0,0,1
1,2,511,2,235,50,2,3624.899902,1997-11-02,85,1,85,35,1,0,0,0,0,1
1,2,512,1,235,50,2,3176.899902,1997-08-25,114,1,114,64,1,0,0,0,0,1
1,2,513,1,235,50,2,2783.100098,1997-08-23,78,1,78,28,1,0,0,1,0,1
1,2,514,1,235,50,1,2662.800049,1996-09-13,58,0,104,54,2,0,0,0,0,1
1,2,514,2,235,50,2,3385.699951,1997-10-03,99,0,187,137,2,0,0,0,0,1
1,2,515,1,235,50,1,2400.399902,1996-09-23,75,1,75,25,1,0,0,0,0,1
1,2,515,2,235,50,2,3721.100098,1997-09-18,114,1,114,64,1,0,0,0,0,1
1,2,516,1,235,50,2,3681.5,1997-08-23,70,1,70,20,1,0,1,1,0,1
1,2,517,1,235,50,2,3182.300049,1997-10-24,169,,,,2,0,0,0,0,1
1,2,518,1,235,50,2,3503.100098,1997-08-03,89,1,89,39,1,0,0,1,0,1
1,2,519,1,235,50,2,2793.699951,1997-08-05,130,1,130,80,1,0,0,1,0,1
1,2,520,1,235,50,1,,1996-12-10,,,,,,0,1,0,0,1
1,2,521,1,235,50,1,2688.600098,1996-09-15,98,1,98,48,1,0,0,0,0,1
1,2,522,1,235,50,2,3332.699951,1997-08-11,71,1,71,21,1,0,0,0,0,1
1,2,523,1,235,50,2,4205.600098,1997-08-03,114,1,114,64,1,0,0,1,0,1
1,2,524,1,235,50,1,2785.5,1996-12-27,78,1,78,28,1,0,0,0,0,1
1,2,525,1,235,50,1,,1996-12-27,68,,,,2,0,0,0,0,1
1,2,526,1,235,50,1,,1997-09-15,71,,,,1,0,0,0,0,1
1,2,527,1,235,50,1,2369.300049,1996-11-24,70,0,278,228,5,0,0,0,0,1
1,2,528,1,235,50,1,2399.5,1996-12-21,81,1,81,31,1,0,0,0,0,1
1,2,529,1,235,50,1,2770.800049,1996-12-23,67,0,247,197,6,0,0,0,0,1
1,2,530,1,235,50,1,2077.199951,1996-11-18,72,0,95,45,2,0,0,0,0,1
1,2,530,2,235,50,2,2631.699951,1997-11-25,78,,,,6,1,0,0,0,1
1,2,531,1,235,50,1,,1996-11-24,82,1,82,32,1,0,0,0,0,1
1,2,531,2,235,50,2,2848.300049,1997-11-23,98,0,139,89,2,0,0,0,0,1
1,2,532,1,235,50,1,2065.699951,1996-11-28,78,0,118,68,2,0,0,0,0,1
1,2,533,1,235,50,1,2183.399902,1996-12-21,105,1,105,55,1,0,0,0,0,1
1,2,534,1,235,50,1,2566.100098,1997-06-29,167,1,167,117,1,0,0,0,0,1
1,2,535,1,235,50,1,2165.699951,1996-12-01,80,0,104,54,2,0,0,0,0,1
1,2,536,1,235,50,1,,1996-12-20,,,,,,0,0,0,0,1
1,2,537,1,235,50,1,2252.600098,1996-11-24,81,1,81,31,1,0,0,0,0,1
1,2,537,2,235,50,2,3261.5,1997-11-22,81,1,81,31,1,0,0,0,0,1
1,2,538,1,235,50,1,2345.5,1996-12-23,76,1,76,26,1,0,0,1,0,1
1,2,539,1,235,50,1,1925.699951,1997-01-01,88,1,88,38,1,0,0,0,0,1
1,2,540,1,235,50,1,2622.399902,1996-12-26,92,0,198,148,2,0,0,0,0,1
1,2,541,1,235,50,1,2427.699951,1997-02-26,91,0,177,127,4,0,0,0,0,1
1,2,542,1,235,50,1,2916.300049,1997-03-07,126,0,149,99,2,0,0,0,0,1
1,2,543,1,235,50,1,2685.800049,1997-04-18,112,0,240,190,3,0,0,1,0,1
1,2,544,1,235,50,1,2982.600098,1997-03-14,114,1,114,64,1,0,0,0,0,1
1,2,545,1,235,50,1,3202.199951,1997-03-14,92,1,92,42,1,0,0,0,0,1
1,2,546,1,235,50,1,2536.5,1997-02-07,71,1,71,21,1,0,0,0,0,1
1,2,547,1,235,50,1,2774.899902,1997-03-07,81,1,81,31,1,0,0,0,0,1
1,2,548,1,235,50,1,3035.100098,1997-06-04,101,1,101,51,1,0,0,0,0,1
1,2,549,1,235,50,1,2507.399902,1997-02-02,63,1,63,13,1,0,0,1,0,1
1,2,550,1,235,50,1,2778.199951,1997-03-04,132,0,169,119,2,0,1,0,0,1
1,2,551,1,235,50,1,2785.399902,1997-08-25,71,1,71,21,1,0,0,0,0,1
1,2,552,1,235,50,1,2799.600098,1997-03-30,125,1,125,75,1,0,0,0,0,1
1,2,553,1,235,50,1,1939.5,1997-09-22,74,,,,3,0,0,0,0,1
1,2,554,1,235,50,1,,1997-06-30,,,,,,1,0,0,0,1
1,2,555,1,235,50,1,3038.100098,1997-06-24,69,0,109,59,2,0,0,0,0,1
